event_id,date,city,zone,raw_text,trigger_label,confidence,is_disruption,mm_rainfall,window_start,window_end
EVT011512,2025-12-24,Chennai,Siruseri,"evening shift bandh rumours are false, shops are open around 18:00",normal,0.92,0,0.2,18:00,19:00
EVT015455,2025-12-02,Chennai,Chromepet,Chromepet in Chennai feels like an oven phone is overheating and the sun is brutal,heat_wave,0.88,1,0.0,18:00,19:00
EVT012715,2025-11-23,Chennai,Adyar,"only a light drizzle, nothing serious for deliveries at the moment heard rain in another chennai area but not here",normal,0.92,0,1.06,06:00,07:00
EVT003939,2025-11-20,Chennai,Chromepet,chennai ops update alert looked scary earlier but this stretch is clear now around 6:00,normal,0.92,0,0.53,06:00,07:00
EVT000519,2025-07-12,Chennai,Chromepet,"morning run only a light drizzle, nothing serious for deliveries around 12:00 #riderlife",normal,0.92,0,0.04,12:00,13:00
EVT002547,2025-09-22,Mumbai,Bandra,people keep saying rain issue but this pocket is functioning around 18:00,normal,0.92,0,1.49,18:00,19:00
EVT010338,2025-09-16,Chennai,Sholinganallur,morning run humid weather but service is running smoothly for this slot,normal,0.92,0,2.32,18:00,19:00
EVT000440,2025-11-26,Bengaluru,Marathahalli,bengaluru ops update people keep saying rain issue but this pocket is functioning right now minor slowdown only,normal,0.92,0,1.94,06:00,07:00
EVT012747,2025-10-17,Chennai,Adyar,evening shift alert looked scary earlier but this stretch is clear now around 18:00,normal,0.92,0,0.0,18:00,19:00
EVT012435,2025-07-02,Kolkata,Garia,"kolkata ops update traffic is moderate, weather is okay around 6:00",normal,0.92,0,0.85,06:00,07:00
EVT011676,2025-11-04,Bengaluru,Yelahanka,bengaluru ops update alert looked scary earlier but this stretch is honestly clear now at the moment heard rain in another bengaluru area but not here,normal,0.92,0,1.81,18:00,19:00
EVT000926,2025-11-26,Mumbai,Ghatkopar,evening shift people keep saying rain issue but this pocket is honestly functioning at the moment,normal,0.92,0,1.11,12:00,13:00
EVT003820,2025-08-06,Bengaluru,HSR Layout,delivery status heat is there but still manageable on bike right now #chennai,normal,0.92,0,0.75,00:00,01:00
EVT000260,2025-11-24,Chennai,Guduvanchery,"evening shift bandh rumours are false, shops are open right now",normal,0.92,0,1.55,18:00,19:00
EVT010306,2025-09-21,Chennai,Adyar,evening shift some dark clouds but no disruption so far for this slot,normal,0.92,0,1.31,00:00,01:00
EVT013314,2025-11-26,Kolkata,Howrah,rider update underpass is messy and delivery timing has slipped since 0 pm,normal,0.61,0,29.27,00:00,01:00
EVT006530,2025-09-20,Chennai,Kathankulathur,morning run heat is there but still manageable on bike at the moment,normal,0.92,0,0.24,18:00,19:00
EVT012522,2025-09-15,Mumbai,Dadar,roads are moving fine and orders are normal for this slot,normal,0.92,0,1.93,06:00,07:00
EVT005965,2025-11-24,Chennai,Chromepet,"delivery status bandh rumours are false, shops are open for this slot",normal,0.92,0,0.92,00:00,01:00
EVT004116,2025-10-20,Chennai,Siruseri,"delivery status only a light drizzle, nothing serious for deliveries",heavy_rain,0.64,1,0.46,00:00,01:00
EVT009840,2025-11-19,Mumbai,Lower Parel,evening shift people keep saying rain issue but this pocket is functioning right now,normal,0.92,0,0.05,06:00,07:00
EVT010770,2025-11-02,Mumbai,Powai,"Powai side traffic is moderate, weather is okay for this slot",normal,0.92,0,2.34,18:00,19:00
EVT005881,2025-10-16,Bengaluru,Electronic City,evening shift heat is there but still manageable on bike around 6:00 heard rain in another bengaluru area but not here #delivery,normal,0.92,0,0.6,06:00,07:00
EVT011291,2025-08-11,Chennai,Guduvanchery,delivery status some dark clouds but no disruption so far for this slot #chennai,normal,0.92,0,1.46,12:00,13:00
EVT007489,2025-11-18,Mumbai,Powai,mumbai ops update humid weather but service is honestly running smoothly,normal,0.92,0,1.22,06:00,07:00
EVT000028,2025-07-07,Mumbai,Chembur,"evening shift cloudy sky, no flooding reported in the area at the moment",normal,0.92,0,0.96,00:00,01:00
EVT001327,2025-09-17,Mumbai,Chembur,"imd note only a light drizzle, nothing serious for deliveries",normal,0.92,0,0.11,18:00,19:00
EVT005658,2025-12-23,Chennai,Velachery,"chennai ops update only a light drizzle, nothing serious for deliveries at the moment",normal,0.92,0,1.42,06:00,07:00
EVT003785,2025-10-28,Mumbai,Vashi,"mumbai ops update traffic is moderate, weather is okay for this slot",normal,0.92,0,1.01,18:00,19:00
EVT012717,2025-11-22,Bengaluru,Marathahalli,delivery status humid weather but service is honestly running smoothly,normal,0.92,0,1.33,06:00,07:00
EVT003486,2025-09-25,Kolkata,Behala,morning run heat is there but still manageable on bike for this slot Kolkata warning looked scary but this pocket is fine,normal,0.92,0,0.11,06:00,07:00
EVT002255,2025-09-28,Bengaluru,Marathahalli,imd note humid weather but service is running smoothly at the moment,normal,0.92,0,1.87,18:00,19:00
EVT007106,2025-07-17,Chennai,Porur,evening shift roads are moving fine and orders are normal for this slot,normal,0.92,0,0.22,06:00,07:00
EVT013191,2025-08-09,Bengaluru,Electronic City,"maybe not cyclone grade yet, streets are shiny with water and the next run feels risky orders are moving slower than usual #chennai",normal,0.65,0,51.09,12:00,13:00
EVT003117,2025-09-26,Chennai,Adyar,evening shift alert looked scary earlier but this stretch is clear now for this slot,normal,0.92,0,1.16,12:00,13:00
EVT007781,2025-08-14,Chennai,Siruseri,"traffic is moderate, weather is okay around 18:00 heard rain in another chennai area but not here",normal,0.92,0,1.77,18:00,19:00
EVT000928,2025-09-03,Chennai,Urapakkam,"imd note some dark clouds but no disruption so far for this slot minor slowdown only very hot, still not enough to disrupt the shift",normal,0.92,0,0.41,18:00,19:00
EVT001599,2025-10-29,Chennai,T Nagar,"cloudy sky, no flooding reported in the area around 12:00",normal,0.92,0,2.08,12:00,13:00
EVT007045,2025-12-11,Mumbai,Dadar,Dadar side humid weather but service is running smoothly,normal,0.92,0,1.47,00:00,01:00
EVT010703,2025-11-08,Mumbai,Ghatkopar,"Ghatkopar side only a light drizzle, nothing serious for deliveries at the moment",normal,0.92,0,0.07,18:00,19:00
EVT010815,2025-09-11,Kolkata,Howrah,"morning run cloudy sky, no flooding reported in the area at the moment",normal,0.92,0,1.81,00:00,01:00
EVT007158,2025-07-02,Chennai,Kathankulathur,evening shift people keep saying rain issue but this pocket is honestly honestly functioning right now heard rain in another chennai area but not here protest talk is floating around in Chennai but no hard road closure yet,normal,0.92,0,0.92,12:00,13:00
EVT011550,2025-08-27,Kolkata,New Town,imd note heat is there but still manageable on bike for this slot,normal,0.92,0,2.29,18:00,19:00
EVT013322,2025-11-18,Kolkata,Park Street,"rider update steady downpour, hard to complete orders around Park Street main road",heavy_rain,0.8,1,58.4,00:00,01:00
EVT015375,2025-07-04,Kolkata,Tollygunge,the road surface itself feels hot enough to throw heat back at you by 6 PM,heat_wave,0.88,1,0.0,18:00,19:00
EVT002705,2025-07-23,Bengaluru,Yelahanka,bengaluru ops update heat is there but still manageable on bike,normal,0.92,0,2.39,18:00,19:00
EVT008411,2025-09-04,Mumbai,Bandra,"traffic is honestly moderate, weather is okay at the moment",normal,0.92,0,1.75,12:00,13:00
EVT005457,2025-10-10,Mumbai,Borivali,delivery status humid weather but service is running smoothly right now #riderlife minor slowdown only,normal,0.92,0,0.36,12:00,13:00
EVT003685,2025-07-28,Mumbai,Thane,morning run alert looked scary earlier but this stretch is clear now at the moment heard rain in another mumbai area but not here saw water in another mumbai lane but here it is still rideable,normal,0.92,0,2.02,00:00,01:00
EVT013938,2025-09-07,Chennai,Porur,Porur getting hit badly roads are filling up and riders are taking detours since 5 pm #riderlife,heavy_rain,0.83,1,44.22,06:00,07:00
EVT003099,2025-08-30,Chennai,Potheri,imd note roads are moving fine and orders are normal,normal,0.92,0,1.01,00:00,01:00
EVT006436,2025-07-19,Kolkata,Park Street,"only a light drizzle, nothing serious for deliveries right now",normal,0.92,0,0.66,18:00,19:00
EVT011388,2025-07-05,Bengaluru,Yelahanka,"bengaluru ops update cloudy sky, no flooding reported in the area",normal,0.92,0,1.56,06:00,07:00
EVT011727,2025-09-29,Kolkata,New Town,morning run alert looked scary earlier but this stretch is honestly clear now heard rain in another kolkata area but not here,normal,0.92,0,0.7,18:00,19:00
EVT001685,2025-10-29,Mumbai,Ghatkopar,roads are moving fine and orders are normal temperature is high though still workable,normal,0.92,0,0.99,06:00,07:00
EVT004131,2025-09-25,Bengaluru,Indiranagar,"evening shift only a light drizzle, nothing serious for deliveries at the moment",normal,0.92,0,2.11,06:00,07:00
EVT003102,2025-12-10,Bengaluru,Rajajinagar,Rajajinagar side heat is there but still manageable on bike,normal,0.92,0,0.53,18:00,19:00
EVT001164,2025-07-05,Mumbai,Thane,"traffic is moderate, weather is okay Mumbai warning looked scary but this pocket is fine protest talk is floating around in Mumbai but no hard road closure yet",normal,0.92,0,0.35,06:00,07:00
EVT012663,2025-11-30,Mumbai,Dadar,"mumbai ops update heat is there but still manageable on bike around 0:00 very hot, still not enough to disrupt the shift",normal,0.92,0,1.99,00:00,01:00
EVT002792,2025-10-04,Mumbai,Vashi,Vashi side alert looked scary earlier but this stretch is clear now at the moment Mumbai warning looked scary but this pocket is fine,normal,0.92,0,1.68,12:00,13:00
EVT009555,2025-09-07,Kolkata,Howrah,"kolkata ops update traffic is moderate, weather is okay for this slot minor slowdown only",normal,0.92,0,2.18,06:00,07:00
EVT008666,2025-11-24,Mumbai,Chembur,"imd note bandh rumours are false, shops are open around 6:00 Mumbai warning looked scary but this pocket is fine",normal,0.92,0,2.08,06:00,07:00
EVT005748,2025-10-14,Chennai,Kelambakkam,"imd note only a light drizzle, nothing serious for deliveries right now #delivery warning exists, ground reality here is mostly okay",normal,0.92,0,1.94,18:00,19:00
EVT008992,2025-09-13,Mumbai,Bandra,mumbai ops update people keep saying rain issue but this pocket is functioning right now,normal,0.92,0,1.15,06:00,07:00
EVT015009,2025-12-23,Chennai,Urapakkam,ndma emergency advisory rescue vehicles visible and the rain has crossed normal heavy levels in Urapakkam,extreme_rain,0.95,1,120.57,12:00,13:00
EVT000274,2025-07-27,Mumbai,Borivali,delivery status people keep saying rain issue but this pocket is functioning around 12:00,normal,0.92,0,1.83,12:00,13:00
EVT007589,2025-11-12,Chennai,Guindy,evening shift alert looked scary earlier but this stretch is clear now around 12:00,normal,0.92,0,1.86,12:00,13:00
EVT011921,2025-10-15,Kolkata,Behala,morning run heat is honestly there but still manageable on bike for this slot heard rain in another kolkata area but not here,normal,0.92,0,1.47,18:00,19:00
EVT005933,2025-08-20,Mumbai,Chembur,humid weather but service is running smoothly,normal,0.92,0,1.88,06:00,07:00
EVT014791,2025-12-27,Bengaluru,Indiranagar,Indiranagar is getting slammed roads are submerged and power cuts are being reported,extreme_rain,0.92,1,96.68,18:00,19:00
EVT008742,2025-08-26,Kolkata,Tollygunge,kolkata ops update heat is there but still manageable on bike around 12:00 #chennai Kolkata warning looked scary but this pocket is fine,normal,0.92,0,1.9,12:00,13:00
EVT001656,2025-10-17,Mumbai,Bandra,"delivery status only a light drizzle, nothing serious for delvieries for this slot Mumbai warning looked scary but this pocket is fine",normal,0.92,0,0.14,06:00,07:00
EVT014348,2025-10-02,Chennai,Kelambakkam,Kelambakkam getting hit badly surface water is building and even short routes are stretching orders are moving slower than usual,heavy_rain,0.84,1,55.82,00:00,01:00
EVT007896,2025-08-03,Kolkata,Tollygunge,morning run heat is there but still manageable on bike,normal,0.92,0,0.57,18:00,19:00
EVT002316,2025-10-01,Kolkata,Salt Lake,morning run alert looked scary earlier but this stretch is clear now for this slot minor slowdown only,normal,0.92,0,1.56,18:00,19:00
EVT012189,2025-11-24,Bengaluru,BTM Layout,imd note roads are moving fine and orders are normal right now temperature is high though still workable,normal,0.92,0,1.73,06:00,07:00
EVT000795,2025-07-19,Chennai,Anna Nagar,evening shift some dark clouds but no disruption so far at the moment,normal,0.92,0,1.68,18:00,19:00
EVT002289,2025-10-03,Mumbai,Bandra,delivery status alert looked scary earlier but this stretch is clear now right now Mumbai warning looked scary but this pocket is fine,heavy_rain,0.57,1,2.38,00:00,01:00
EVT005652,2025-12-13,Chennai,Velachery,delivery status alert looked scary earlier but this stretch is clear now,normal,0.92,0,0.0,06:00,07:00
EVT004182,2025-08-29,Bengaluru,Koramangala,people keep saying rain issue but this pocket is functioning for this slot,normal,0.92,0,1.06,18:00,19:00
EVT004238,2025-12-12,Chennai,Porur,evening shift people keep saying rain issue but this pocket is functioning for this slot #chennai heard rain in another chennai area but not here,normal,0.92,0,1.99,12:00,13:00
EVT008440,2025-11-29,Mumbai,Chembur,"evening shift only a light drizzle, nothing serious for deliveries right now Mumbai warning looked scary but this pocket is fine saw water in another mumbai lane but here it is still rideable",normal,0.92,0,1.21,18:00,19:00
EVT012725,2025-07-23,Bengaluru,Rajajinagar,Rajajinagar side roads are moving fine and orders are normal at the moment protest talk is floating around in Bengaluru but no hard road closure yet,normal,0.92,0,2.18,18:00,19:00
EVT010665,2025-10-02,Mumbai,Andheri,"imd note only a light drizzle, nothing serious for deliveries very hot, still not enough to disrupt the shift",normal,0.92,0,0.71,06:00,07:00
EVT011331,2025-11-01,Bengaluru,Rajajinagar,heat is there but still manageable on bike right now,normal,0.92,0,2.15,18:00,19:00
EVT011815,2025-11-20,Chennai,Velachery,morning run roads are moving fine and orders are normal at the moment minor slowdown only,normal,0.92,0,2.3,12:00,13:00
EVT004076,2025-09-09,Mumbai,Ghatkopar,"mumbai ops update traffic is moderate, weather is okay at the moment",bandh,0.54,1,0.96,06:00,07:00
EVT014536,2025-10-27,Chennai,Urapakkam,Urapakkam is getting slammed absolute cloudburst conditions with multiple streets blocked service outage risk is high some riders first thought it was only heavy rain,extreme_rain,0.89,1,150.58,06:00,07:00
EVT001403,2025-12-12,Chennai,Velachery,"evening shift bandh rumours are false, shops are open for this slot",normal,0.92,0,0.44,06:00,07:00
EVT012164,2025-09-10,Mumbai,Borivali,"delivery status traffic is moderate, weather is okay right now",normal,0.92,0,2.24,00:00,01:00
EVT003880,2025-09-18,Bengaluru,Jayanagar,delivery status alert looked scary earlier but this stretch is clear now for this slot,normal,0.92,0,2.26,06:00,07:00
EVT010490,2025-12-10,Kolkata,Tollygunge,imd note heat is there but still manageable on bike,normal,0.92,0,0.82,06:00,07:00
EVT010672,2025-12-16,Mumbai,Powai,"bandh rumours are false, shops are open at the moment",normal,0.92,0,1.77,06:00,07:00
EVT004251,2025-07-06,Mumbai,Dadar,evening shift roads are moving fine and orders are normal,normal,0.92,0,0.82,18:00,19:00
EVT007709,2025-07-18,Chennai,Adyar,Adyar side humid weather but service is running smoothly right now,normal,0.92,0,0.58,00:00,01:00
EVT012493,2025-07-11,Kolkata,Salt Lake,delivery status people keep saying rain issue but this pocket is honestly functioning at the moment temperature is high though still workable,normal,0.92,0,0.3,12:00,13:00
EVT012713,2025-11-22,Mumbai,Vashi,"imd note traffic is honestly moderate, weather is okay around 0:00 very hot, still not enough to disrupt the shift",normal,0.92,0,1.0,00:00,01:00
EVT009417,2025-09-18,Kolkata,Garia,kolkata ops update alert looked scary earlier but this stretch is clear now for this slot #chennai,normal,0.92,0,0.42,18:00,19:00
EVT011449,2025-12-16,Mumbai,Chembur,"cloudy sky, no flooding reported in the area for this slot",normal,0.92,0,0.91,12:00,13:00
EVT004039,2025-11-18,Chennai,Kelambakkam,people keep saying rain issue but this pocket is functioning for this slot,normal,0.92,0,1.27,06:00,07:00
EVT015149,2025-11-27,Chennai,Adyar,"chennai shutdown update autos, bikes and dark-store movement slowed because of protest action this is more than normal traffic from far away it just looks like traffic until you get closer",bandh,0.83,1,0.0,00:00,01:00
EVT003419,2025-11-06,Mumbai,Vashi,Vashi side roads are moving fine and orders are normal around 12:00,normal,0.92,0,0.65,12:00,13:00
EVT014668,2025-07-04,Bengaluru,Koramangala,field escalation rescue vehicles visible and the rain has crossed normal heavy levels since 6 PM looks worse on ground than the alert text suggests,extreme_rain,0.95,1,111.67,18:00,19:00
EVT001741,2025-09-02,Chennai,Siruseri,"delivery status bandh rumours are false, shops are open at the moment",normal,0.92,0,1.5,06:00,07:00
EVT007959,2025-12-14,Chennai,Urapakkam,Urapakkam side alert looked scary earlier but this stretch is clear now at the moment,normal,0.92,0,0.24,06:00,07:00
EVT011690,2025-11-19,Bengaluru,Rajajinagar,"imd note bandh rumours are false, shops are open for this slot",normal,0.92,0,0.97,00:00,01:00
EVT013004,2025-08-26,Bengaluru,BTM Layout,"BTM Layout side bandh rumours are false, shops are open for this slot",normal,0.92,0,1.0,00:00,01:00
EVT002003,2025-07-10,Bengaluru,Marathahalli,"Marathahalli side bandh rumours are false, shops are open temperature is high though still workable #chennai",normal,0.92,0,0.08,06:00,07:00
EVT003911,2025-09-01,Bengaluru,Jayanagar,"delivery status heat is there but still manageable on bike at the moment warning exists, ground reality here is mostly okay",normal,0.92,0,2.3,00:00,01:00
EVT014306,2025-10-04,Kolkata,Behala,"customers think the app is down but the main issue is outside, Behala getting hit badly not full disaster, but this has gone beyond a normal shower please avoid low-lying lanes",normal,0.67,0,46.28,00:00,01:00
EVT003185,2025-07-17,Mumbai,Lower Parel,"delivery status cloudy sky, no flooding reported in the area for this slot",normal,0.92,0,0.19,18:00,19:00
EVT001563,2025-07-09,Mumbai,Vashi,"imd note traffic is moderate, weather is okay around 6:00 #delivery Mumbai warning looked scary but this pocket is fine",normal,0.92,0,0.16,06:00,07:00
EVT014058,2025-07-27,Kolkata,Tollygunge,"maybe not cyclone grade yet, customers are calling nonstop roads are filling up and riders are taking detours orders are moving slower than usual",heavy_rain,0.82,1,59.59,00:00,01:00
EVT013694,2025-07-07,Bengaluru,HSR Layout,bengaluru weather alert roads are filling up and riders are taking detours,heavy_rain,0.91,1,42.09,18:00,19:00
EVT006030,2025-08-25,Bengaluru,BTM Layout,BTM Layout side alert looked scary earlier but this stretch is clear now right now #riderlife,normal,0.92,0,1.95,00:00,01:00
EVT007493,2025-10-31,Mumbai,Powai,mumbai ops update some dark clouds but no disruption so far around 12:00 minor slowdown only,normal,0.92,0,1.59,12:00,13:00
EVT000189,2025-10-26,Bengaluru,HSR Layout,"morning run bandh rumours are false, shops are open around 0:00",normal,0.92,0,1.3,00:00,01:00
EVT000806,2025-07-25,Kolkata,Howrah,"kolkata ops update only a light drizzle, nothing serious for deliveries for this slot very hot, still not enough to disrupt the shift",normal,0.92,0,0.31,12:00,13:00
EVT009927,2025-12-18,Mumbai,Andheri,"mumbai ops update only a light drizzle, nothing serious for deliveries right now heard rain in another mumbai area but not here",normal,0.92,0,2.33,12:00,13:00
EVT000609,2025-10-06,Mumbai,Dadar,"delivery status traffic is moderate, weather is okay at the moment",normal,0.92,0,0.47,06:00,07:00
EVT013245,2025-07-18,Mumbai,Bandra,rider update underpass is messy and delivery timing has slipped please avoid low-lying lanes #delivery,heavy_rain,0.96,1,50.34,18:00,19:00
EVT013933,2025-12-18,Mumbai,Andheri,"customers are calling nonstop not full disaster, but this has gone beyond a normal shower please avoid low-lying lanes",heavy_rain,0.8,1,41.75,06:00,07:00
EVT014923,2025-11-29,Kolkata,Salt Lake,roads are submerged and power cuts are being reported #chennai,extreme_rain,0.89,1,120.59,06:00,07:00
EVT004388,2025-10-02,Mumbai,Lower Parel,"morning run some dark clouds but no disruption so far around 0:00 minor slowdown only very hot, still not enough to disrupt the shift",normal,0.92,0,1.48,00:00,01:00
EVT003996,2025-11-25,Kolkata,Howrah,"imd note only a light drizzle, nothing serious for deliveries #chennai",normal,0.92,0,1.73,18:00,19:00
EVT012680,2025-07-04,Chennai,Chromepet,people keep saying rain issue but this pocket is functioning for this slot,normal,0.92,0,1.79,00:00,01:00
EVT006921,2025-11-07,Chennai,Siruseri,evening shift humid weather but service is running smoothly right now,normal,0.92,0,0.4,06:00,07:00
EVT011736,2025-07-31,Bengaluru,BTM Layout,"bengaluru ops update traffic is moderate, weather is okay for this slot",normal,0.92,0,0.94,00:00,01:00
EVT000219,2025-10-07,Chennai,Potheri,chennai ops update heat is there but still manageable on bike right now,normal,0.92,0,0.05,00:00,01:00
EVT009288,2025-12-22,Bengaluru,Rajajinagar,"only a light drizzle, nothing serious for deliveries for this slot minor slowdown only #delivery very hot, still not enough to disrupt the shift",normal,0.92,0,1.73,06:00,07:00
EVT000361,2025-09-17,Kolkata,Behala,morning run roads are moving fine and orders are normal for this slot #delivery,normal,0.92,0,2.33,00:00,01:00
EVT009805,2025-10-15,Kolkata,Garia,"Garia side only a light drizzle, nothing serious for deliveries around 12:00",normal,0.92,0,1.38,12:00,13:00
EVT001922,2025-09-08,Bengaluru,Yelahanka,delivery status roads are moving fine and orders are normal right now,normal,0.92,0,0.5,12:00,13:00
EVT007092,2025-09-27,Kolkata,Garia,delivery status roads are moving fine and orders are normal,normal,0.92,0,1.39,18:00,19:00
EVT000328,2025-08-08,Mumbai,Borivali,delivery status roads are moving fine and orders are normal right now #riderlife,normal,0.92,0,1.36,06:00,07:00
EVT014937,2025-07-03,Kolkata,Park Street,ndma emergency advisory roads are submerged and power cuts are being reported since 6 PM,extreme_rain,0.98,1,81.57,18:00,19:00
EVT007370,2025-12-17,Kolkata,Garia,"imd note bandh rumours are false, shops are open right now",normal,0.92,0,2.12,00:00,01:00
EVT006046,2025-09-12,Chennai,T Nagar,chennai ops update heat is there but still manageable on bike around 6:00,normal,0.92,0,1.58,06:00,07:00
EVT009144,2025-10-29,Kolkata,Park Street,"kolkata ops update only a light drizzle, nothing serious for deliveries around 12:00",normal,0.92,0,1.94,12:00,13:00
EVT010099,2025-11-13,Chennai,Potheri,"cloudy sky, no flooding reported in the area",normal,0.92,0,0.05,12:00,13:00
EVT014356,2025-10-13,Bengaluru,Yelahanka,"customers are calling nonstop steady downpour, hard to complete orders around Yelahanka main road",heavy_rain,0.82,1,32.94,18:00,19:00
EVT006216,2025-12-10,Bengaluru,Electronic City,"traffic is moderate, weather is okay for this slot",normal,0.92,0,0.15,18:00,19:00
EVT011087,2025-08-30,Chennai,Guduvanchery,"delivery status roads are moving fine and orders are normal warning exists, ground reality here is mostly okay",normal,0.92,0,2.33,06:00,07:00
EVT013574,2025-09-02,Mumbai,Borivali,waterlogging in Borivali underpass is messy and delivery timing has slipped,heavy_rain,0.88,1,43.64,06:00,07:00
EVT001523,2025-10-16,Bengaluru,Yelahanka,morning run roads are moving fine and orders are normal at the moment,normal,0.92,0,2.38,06:00,07:00
EVT012703,2025-08-05,Mumbai,Vashi,evening shift heat is there but still manageable on bike,normal,0.92,0,1.84,12:00,13:00
EVT012728,2025-07-10,Chennai,Sholinganallur,morning run heat is there but still manageable on bike around 12:00,normal,0.92,0,0.9,12:00,13:00
EVT003814,2025-12-27,Mumbai,Vashi,evening shift heat is there but still manageable on bike around 0:00,normal,0.92,0,1.04,00:00,01:00
EVT008413,2025-10-31,Kolkata,Howrah,"delivery status alert looked scary earlier but this stretch is clear now right now very hot, still not enough to disrupt the shift",normal,0.92,0,1.07,12:00,13:00
EVT008725,2025-08-19,Kolkata,Behala,kolkata ops update alert looked scary earlier but this stretch is clear now at the moment,normal,0.92,0,0.33,00:00,01:00
EVT004111,2025-09-05,Mumbai,Powai,"evening shift traffic is moderate, weather is okay for this slot",normal,0.92,0,1.16,00:00,01:00
EVT006730,2025-09-29,Bengaluru,Electronic City,"imd note only a light drizzle, nothing serious for deliveries around 12:00",normal,0.92,0,1.46,12:00,13:00
EVT001749,2025-10-07,Chennai,Guindy,"evening shift traffic is moderate, weather is okay around 18:00 #chennai",normal,0.92,0,1.84,18:00,19:00
EVT010433,2025-08-06,Mumbai,Dadar,"bandh rumours are false, shops are open at the moment Mumbai warning looked scary but this pocket is fine #riderlife",normal,0.92,0,0.1,12:00,13:00
EVT012251,2025-10-18,Chennai,Tambaram,"only a light drizzle, nothing serious for deliveries around 6:00 warning exists, ground reality here is mostly okay #chennai",normal,0.92,0,2.2,06:00,07:00
EVT009706,2025-07-26,Kolkata,Sealdah,delivery status roads are moving fine and orders are normal at the moment protest talk is floating around in Kolkata but no hard road closure yet,normal,0.92,0,0.61,18:00,19:00
EVT011651,2025-07-03,Mumbai,Andheri,delivery status roads are moving fine and orders are normal at the moment #delivery minor slowdown only,normal,0.92,0,1.28,12:00,13:00
EVT001740,2025-09-15,Kolkata,Howrah,"morning run bandh rumours are false, shops are open at the moment",normal,0.92,0,0.42,06:00,07:00
EVT012085,2025-10-07,Kolkata,Esplanade,roads are moving fine and orders are normal,normal,0.92,0,0.97,06:00,07:00
EVT012114,2025-08-21,Kolkata,Esplanade,"kolkata ops update cloudy sky, no flooding reported in the area for this slot",normal,0.92,0,1.94,12:00,13:00
EVT004094,2025-10-16,Chennai,Anna Nagar,"delivery status traffic is moderate, weather is okay for this slot",normal,0.92,0,1.89,00:00,01:00
EVT011768,2025-09-25,Mumbai,Ghatkopar,"delivery status bandh rumours are false, shops are open at the moment",normal,0.92,0,1.81,06:00,07:00
EVT009864,2025-07-17,Bengaluru,HSR Layout,humid weather but service is running smoothly for this slot Bengaluru warning looked scary but this pocket is fine,normal,0.92,0,0.72,18:00,19:00
EVT007845,2025-10-12,Chennai,Kathankulathur,delivery status humid weather but service is running smoothly at the moment Chennai warning looked scary but this pocket is fine #chennai,normal,0.92,0,1.58,18:00,19:00
EVT005913,2025-08-29,Mumbai,Powai,imd note some dark clouds but no disruption so far around 18:00,normal,0.92,0,2.34,18:00,19:00
EVT005100,2025-07-26,Mumbai,Lower Parel,Lower Parel side people keep saying rain issue but this pocket is functioning around 0:00 #riderlife,normal,0.92,0,1.56,00:00,01:00
EVT010558,2025-11-29,Bengaluru,BTM Layout,"morning run only a light drizzle, nothing serious for deliveries around 18:00 protest talk is floating around in Bengaluru but no hard road closure yet",normal,0.92,0,1.24,18:00,19:00
EVT001633,2025-11-04,Chennai,Potheri,delivery status roads are moving fine and orders are normal at the moment,normal,0.92,0,0.16,06:00,07:00
EVT000042,2025-12-21,Bengaluru,Yelahanka,delivery status heat is there but still manageable on bike right now,normal,0.92,0,1.64,06:00,07:00
EVT014742,2025-10-23,Chennai,Anna Nagar,"field escalation cyclonic rain, trees are down and delivery is near impossible in Anna Nagar #chennai some riders first thought it was only heavy rain",extreme_rain,0.99,1,65.63,18:00,19:00
EVT002803,2025-12-31,Bengaluru,Rajajinagar,"only a light drizzle, nothing serious for deliveries at the moment saw water in another bengaluru lane but here it is still rideable",normal,0.92,0,0.14,00:00,01:00
EVT006097,2025-12-18,Mumbai,Ghatkopar,"only a light drizzle, nothing serious for deliveries very hot, still not enough to disrupt the shift",normal,0.92,0,0.69,06:00,07:00
EVT010592,2025-11-07,Mumbai,Bandra,"mumbai ops update cloudy sky, no flooding reported in the area around 18:00 #riderlife",normal,0.92,0,0.49,18:00,19:00
EVT010112,2025-07-10,Bengaluru,Jayanagar,morning run humid weather but service is running smoothly at the moment minor slowdown only,normal,0.92,0,1.75,12:00,13:00
EVT015256,2025-11-23,Chennai,Porur,police diversion note some stores stayed open but transport is choked by shutdown activity around 6 AM roads themselves are open in parts but movement is still choked,bandh,0.82,1,0.0,06:00,07:00
EVT008289,2025-12-23,Bengaluru,BTM Layout,alert looked scary earlier but this stretch is clear now around 18:00 heard rain in another bengaluru area but not here,normal,0.92,0,1.44,18:00,19:00
EVT011136,2025-11-08,Chennai,Sholinganallur,morning run alert looked scary earlier but this stretch is clear now right now protest talk is floating around in Chennai but no hard road closure yet,normal,0.92,0,1.86,12:00,13:00
EVT009863,2025-11-28,Mumbai,Lower Parel,"only a light drizzle, nothing serious for deliveries at the moment",normal,0.92,0,1.12,06:00,07:00
EVT013288,2025-10-30,Kolkata,New Town,customers are calling nonstop roads are filling up and riders are taking detours since 17 pm #riderlife,heavy_rain,0.89,1,30.33,18:00,19:00
EVT015121,2025-11-29,Kolkata,Salt Lake,"autos, bikes and dark-store movement slowed because of protest action heard drums and slogans nearby #delivery from far away it just looks like traffic until you get closer",bandh,0.82,1,0.0,18:00,19:00
